deck_name,finish_dt,placement,tournament,host,set_name,leader_id,leader_name,color,color_numbers,primary_color,secondary_color,life,power
G Bonney,2026-02-28,1st,HeroinesCup,GeekLogiaShop,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-02-27,1st,HeroinesCup,Nextturncards,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-03-06,2nd,Redbull,The Booster Box,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-03-08,1st,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-02-27,1st,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-02-27,1st,HeroinesCup,Double Midnight Comics,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-03-01,1st,HeroinesCup,Anime Alley,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-03-14,1st,StoreTC,Bochum,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-03-20,1st,HeroinesCup,Kassars Games,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-03-11,1st,HeroinesCup,Death Star Games,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-03-17,1st,StoreTC,Kanzen Games,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-02-28,1st,HeroinesCup,Kings,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-03-04,1st,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-02-28,1st,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-03-09,1st,SB,LGS,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-02-28,2nd,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Bonney,2026-03-05,1st,HeroinesCup,Hobby Quest,eb-03-deck-list-one-piece-heroines-edition,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
G Carrot,2026-03-01,1st,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,OP08-021,Carrot,Green,1,Green,--,5,5000
G Zoro,2026-03-22,2nd,StoreTC,Fox Den Cafe,eb-03-deck-list-one-piece-heroines-edition,OP12-020,Roronoa Zoro,Green,1,Green,--,5,5000
GP Doffy,2026-03-08,1st,SB,Dicey Business,eb-03-deck-list-one-piece-heroines-edition,OP04-019,Donquixote Doflamingo,Green/Purple,2,Green,Purple,4,5000
GP Law,2026-02-21,1st,ShopEvent,Phoenix Reborn,eb-03-deck-list-one-piece-heroines-edition,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
GP Luffy,2026-03-02,2nd,ShopEvent,LGS,eb-03-deck-list-one-piece-heroines-edition,EB02-010,Monkey.D.Luffy,Green/Purple,2,Green,Purple,4,5000
GP Luffy,2026-03-14,1st,StoreTC,Hobby Knight,eb-03-deck-list-one-piece-heroines-edition,EB02-010,Monkey.D.Luffy,Green/Purple,2,Green,Purple,4,5000
GY Shirahoshi,2026-02-27,1st,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,OP11-022,Shirahoshi,Green/Yellow,2,Green,Yellow,5,5000
GY Shirahoshi,2026-02-28,1st,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,OP11-022,Shirahoshi,Green/Yellow,2,Green,Yellow,5,5000
GY Shirahoshi,2026-03-06,1st,ShopEvent,La Casa dei Giochi,eb-03-deck-list-one-piece-heroines-edition,OP11-022,Shirahoshi,Green/Yellow,2,Green,Yellow,5,5000
GY Shirahoshi,2026-03-06,1st,Redbull,The Booster Box,eb-03-deck-list-one-piece-heroines-edition,OP11-022,Shirahoshi,Green/Yellow,2,Green,Yellow,5,5000
GY Shirahoshi,2026-03-01,1st,Redbull,LGS,eb-03-deck-list-one-piece-heroines-edition,OP11-022,Shirahoshi,Green/Yellow,2,Green,Yellow,5,5000
GY Shirahoshi,2026-03-01,1st,HeroinesCup,Fabricators Forge,eb-03-deck-list-one-piece-heroines-edition,OP11-022,Shirahoshi,Green/Yellow,2,Green,Yellow,5,5000
GY Shirahoshi,2026-03-02,T4,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,OP11-022,Shirahoshi,Green/Yellow,2,Green,Yellow,5,5000
GY Yamato,2026-03-02,T4,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,OP06-022,Yamato,Green/Yellow,2,Green,Yellow,4,5000
Gold D Roger,2026-02-18,T8,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP13-003,Gol.D.Roger,Red/Purple,2,Red,Purple,5,7000
Green Mihawk,2026-02-22,T4,Redbull,Power9Games,eb-03-deck-list-one-piece-heroines-edition,OP14-020,Dracule Mihawk,Green,1,Green,--,5,5000
Green Mihawk,2026-02-21,1st,Redbull,Hidden Fortress,eb-03-deck-list-one-piece-heroines-edition,OP14-020,Dracule Mihawk,Green,1,Green,--,5,5000
Green Mihawk,2026-02-22,1st,Redbull,Power9Games,eb-03-deck-list-one-piece-heroines-edition,OP14-020,Dracule Mihawk,Green,1,Green,--,5,5000
Green Mihawk,2026-02-25,T4,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP14-020,Dracule Mihawk,Green,1,Green,--,5,5000
Green Mihawk,2026-03-13,1st,StoreTC,The Dragons Beard,eb-03-deck-list-one-piece-heroines-edition,OP14-020,Dracule Mihawk,Green,1,Green,--,5,5000
Green Mihawk,2026-03-22,T8,TC,TAKGames,eb-03-deck-list-one-piece-heroines-edition,OP14-020,Dracule Mihawk,Green,1,Green,--,5,5000
Green Mihawk,2026-03-22,T32,Regional,TAKGames,eb-03-deck-list-one-piece-heroines-edition,OP14-020,Dracule Mihawk,Green,1,Green,--,5,5000
Green Mihawk,2026-02-17,T8,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP14-020,Dracule Mihawk,Green,1,Green,--,5,5000
Green Mihawk,2026-03-07,1st,SB,Dimagames,eb-03-deck-list-one-piece-heroines-edition,OP14-020,Dracule Mihawk,Green,1,Green,--,5,5000
Green Mihawk,2026-03-08,1st,SB,5alaCara,eb-03-deck-list-one-piece-heroines-edition,OP14-020,Dracule Mihawk,Green,1,Green,--,5,5000
Green Mihawk,2026-03-22,T8,Regional,TAKGames,eb-03-deck-list-one-piece-heroines-edition,OP14-020,Dracule Mihawk,Green,1,Green,--,5,5000
Green Mihawk,2026-02-22,2nd,Redbull,Power9Games,eb-03-deck-list-one-piece-heroines-edition,OP14-020,Dracule Mihawk,Green,1,Green,--,5,5000
Green Mihawk,2026-03-14,1st,StoreTC,Oz Juegos,eb-03-deck-list-one-piece-heroines-edition,OP14-020,Dracule Mihawk,Green,1,Green,--,5,5000
Green Mihawk,2026-03-22,1st,Regional,PlayTCG,eb-03-deck-list-one-piece-heroines-edition,OP14-020,Dracule Mihawk,Green,1,Green,--,5,5000
Green Zoro,2026-02-16,T8,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP12-020,Roronoa Zoro,Green,1,Green,--,5,5000
Koala,2026-03-02,1st,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,OP12-081,Koala,Black/Yellow,2,Black,Yellow,4,5000
Koala,2026-03-05,1st,HeroinesCup,Oinkers Island,eb-03-deck-list-one-piece-heroines-edition,OP12-081,Koala,Black/Yellow,2,Black,Yellow,4,5000
Lim,2026-02-18,T8,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP09-022,Lim,Green/Purple,2,Green,Purple,4,5000
Lim,2026-03-03,1st,ShopEvent,Magic Games,eb-03-deck-list-one-piece-heroines-edition,OP09-022,Lim,Green/Purple,2,Green,Purple,4,5000
Lim,2026-03-07,1st,HeroinesCup,Magic and Monsters,eb-03-deck-list-one-piece-heroines-edition,OP09-022,Lim,Green/Purple,2,Green,Purple,4,5000
PY Robin,2026-02-26,1st,SB,LGS,eb-03-deck-list-one-piece-heroines-edition,OP09-062,Nico Robin,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-02-25,1st,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-10,1st,SB,5alaCara,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-18,1st,SB,Death Star Games,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-14,1st,StoreTC,cardcatcher,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-22,T4,Regional,TAKGames,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-02-22,1st,SB,The Gathering,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-01,1st,Redbull,The Dugout,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-01,2nd,Redbull,The Gaming Guild,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-22,T4,Regional,PlayTCG,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-06,1st,SB,5alaCara,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-11,1st,SB,PokeOasis,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-09,1st,SB,Regional Mallorquin,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-22,2nd,Regional,TAKGames,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-17,1st,StoreTC,Mypops,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-01,1st,SB,5alaCara,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-22,T8,TC,PlayTCG,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-15,1st,SB,Four Horsemen,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-02-28,1st,SB,LGS,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-22,1st,Regional,TAKGames,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-15,1st,StoreTC,LGS,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-14,T4,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-14,T8,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-21,T8,TC,OlliBaba,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-02,1st,SB,LGS,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-03-13,1st,SB,Kassars Games,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
PY Rosinante,2026-02-28,2nd,Redbull,LGS,eb-03-deck-list-one-piece-heroines-edition,OP12-061,Donquixote Rosinante,Purple/Yellow,2,Purple,Yellow,4,5000
Promo Blue Nami,2026-02-28,1st,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,P-117,Nami,Blue,1,Blue,--,5,5000
Promo Nami,2026-03-06,1st,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,P-117,Nami,Blue,1,Blue,--,5,5000
Promo Nami,2026-03-05,1st,HeroinesCup,The Dugout,eb-03-deck-list-one-piece-heroines-edition,OP03-040,Nami,Blue,1,Blue,--,5,5000
Pudding,2026-03-07,1st,HeroinesCup,GamesnComics,eb-03-deck-list-one-piece-heroines-edition,OP08-058,Charlotte Pudding,Purple/Yellow,2,Purple,Yellow,4,5000
Purple Doffy,2026-02-17,T8,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP14-060,Donquixote Doflamingo,Purple,1,Purple,--,5,5000
Purple Doffy,2026-02-18,1st,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP14-060,Donquixote Doflamingo,Purple,1,Purple,--,5,5000
Purple Doffy,2026-03-05,1st,SB,Geek Out,eb-03-deck-list-one-piece-heroines-edition,OP14-060,Donquixote Doflamingo,Purple,1,Purple,--,5,5000
Purple Doffy,2026-02-19,1st,online,GER Dressrosa,eb-03-deck-list-one-piece-heroines-edition,OP14-060,Donquixote Doflamingo,Purple,1,Purple,--,5,5000
Purple Doffy,2026-03-22,T8,Regional,TAKGames,eb-03-deck-list-one-piece-heroines-edition,OP14-060,Donquixote Doflamingo,Purple,1,Purple,--,5,5000
Purple Doffy,2026-02-24,1st,SB,Subarashii Manga Cafe,eb-03-deck-list-one-piece-heroines-edition,OP14-060,Donquixote Doflamingo,Purple,1,Purple,--,5,5000
Purple Doffy,2026-02-26,1st,SB,Freaky Store,eb-03-deck-list-one-piece-heroines-edition,OP14-060,Donquixote Doflamingo,Purple,1,Purple,--,5,5000
Purple Foxy,2026-02-21,1st,Redbull,Top Deck Cards n Games,eb-03-deck-list-one-piece-heroines-edition,OP07-059,Foxy,Purple,1,Purple,--,5,5000
Purple Kaido,2026-02-20,1st,SB,Nextturncards,eb-03-deck-list-one-piece-heroines-edition,ST04-001,Kaido,Purple,1,Purple,--,5,5000
RB Sabo,2026-02-16,T8,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP13-004,Sabo,Red/Black,2,Red,Black,5,5000
RB Sabo,2026-03-03,1st,SB,Grand J Store,eb-03-deck-list-one-piece-heroines-edition,OP13-004,Sabo,Red/Black,2,Red,Black,5,5000
RB Sabo,2026-02-16,T4,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP13-004,Sabo,Red/Black,2,Red,Black,5,5000
RG Law,2026-03-04,1st,SB,WizardsCollect,eb-03-deck-list-one-piece-heroines-edition,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
RG Law,2026-03-22,T8,Regional,OlliBaba,eb-03-deck-list-one-piece-heroines-edition,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
RG Law,2026-03-22,T32,Regional,OlliBaba,eb-03-deck-list-one-piece-heroines-edition,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
RG Law,2026-02-26,1st,SB,Hadouken,eb-03-deck-list-one-piece-heroines-edition,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
RG Law,2026-03-22,T32,TC,OlliBaba,eb-03-deck-list-one-piece-heroines-edition,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
RG Law,2026-03-22,1st,TC,PlayTCG,eb-03-deck-list-one-piece-heroines-edition,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
RG Luffy,2026-03-20,1st,StoreTC,LGS,eb-03-deck-list-one-piece-heroines-edition,OP13-001,Monkey.D.Luffy,Red/Green,2,Red,Green,4,5000
RG Luffy,2026-03-22,T8,TC,PlayTCG,eb-03-deck-list-one-piece-heroines-edition,OP13-001,Monkey.D.Luffy,Red/Green,2,Red,Green,4,5000
RG Luffy,2026-03-19,1st,StoreTC,LGS,eb-03-deck-list-one-piece-heroines-edition,OP13-001,Monkey.D.Luffy,Red/Green,2,Red,Green,4,5000
RG Luffy,2026-02-16,T4,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP13-001,Monkey.D.Luffy,Red/Green,2,Red,Green,4,5000
RG Oden,2026-03-18,1st,SB,The Games Store,eb-03-deck-list-one-piece-heroines-edition,EB01-001,Kouzuki Oden,Red/Green,2,Red,Green,4,5000
RY Sabo,2026-03-01,1st,SB,Dicey Business,eb-03-deck-list-one-piece-heroines-edition,ST13-001,Sabo,Red/Yellow,2,Red,Yellow,4,5000
Red Blue Ace,2026-03-21,1st,StoreTC,Players Cards n Collectibles,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-02-16,1st,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-03-14,1st,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-03-22,T32,TC,PlayTCG,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-03-15,T4,WorldChampionship,Bandai,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-03-12,1st,ShopEvent,THE EMPERORS LEGUE,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-02-17,1st,ShopEvent,5alaCara,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-03-14,T8,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-03-22,T4,Regional,TAKGames,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-02-24,1st,SB,Nextturncards,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-02-27,1st,SB,GeekLogiaShop,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-03-14,T4,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-03-22,T4,TC,OlliBaba,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-03-22,T8,Regional,TAKGames,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-03-01,T4,ShopEvent,Masters of TCG,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-02-25,T4,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-03-07,1st,ShopEvent,BrainwashCards,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-02-21,1st,ShopEvent,Dimagames,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-02-28,1st,ShopEvent,Dimagames,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-03-13,1st,SB,5alaCara,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Ace,2026-03-20,1st,StoreTC,Korasama,eb-03-deck-list-one-piece-heroines-edition,OP13-002,Portgas.D.Ace,Red/Blue,2,Red,Blue,3,6000
Red Blue Vivi,2026-03-01,1st,HeroinesCup,Four Horsemen Comics n Gaming,eb-03-deck-list-one-piece-heroines-edition,EB03-001,Nefeltari Vivi,Red/Blue,2,Red,Blue,4,5000
Red Zoro,2026-03-21,1st,StoreTC,LGS,eb-03-deck-list-one-piece-heroines-edition,OP01-001,Roronoa Zoro,Red,1,Red,--,5,5000
Robin,2026-03-08,1st,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,OP09-062,Nico Robin,Purple/Yellow,2,Purple,Yellow,4,5000
Roger,2026-03-22,1st,StoreTC,Four Horsemen,eb-03-deck-list-one-piece-heroines-edition,OP13-003,Gol.D.Roger,Red/Purple,2,Red,Purple,5,7000
Shirahoshi,2026-02-21,T4,optcgsim,Heroine Battle,eb-03-deck-list-one-piece-heroines-edition,OP11-022,Shirahoshi,Green/Yellow,2,Green,Yellow,5,5000
Shirahoshi,2026-02-21,T8,optcgsim,Heroine Battle,eb-03-deck-list-one-piece-heroines-edition,OP11-022,Shirahoshi,Green/Yellow,2,Green,Yellow,5,5000
Shirahoshi,2026-02-17,T4,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP11-022,Shirahoshi,Green/Yellow,2,Green,Yellow,5,5000
Sugar,2026-03-06,1st,HeroinesCup,Table 1 gaming,eb-03-deck-list-one-piece-heroines-edition,OP10-003,Sugar,Red/Purple,2,Red,Purple,4,5000
Sugar,2026-03-11,1st,HeroinesCup,Death Star Games,eb-03-deck-list-one-piece-heroines-edition,OP10-003,Sugar,Red/Purple,2,Red,Purple,4,5000
Sugar,2026-03-01,1st,HeroinesCup,LGS,eb-03-deck-list-one-piece-heroines-edition,OP10-003,Sugar,Red/Purple,2,Red,Purple,4,5000
UP Luffy,2026-03-03,1st,optcgsim,TheEgman,eb-03-deck-list-one-piece-heroines-edition,OP11-040,Monkey.D.Luffy,Blue/Purple,2,Blue,Purple,3,6000
UP Luffy,2026-03-14,2nd,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP11-040,Monkey.D.Luffy,Blue/Purple,2,Blue,Purple,3,6000
UP Luffy,2026-02-21,1st,ShopEvent,Epic Card Store,eb-03-deck-list-one-piece-heroines-edition,OP11-040,Monkey.D.Luffy,Blue/Purple,2,Blue,Purple,3,6000
UP Luffy,2026-03-15,2nd,WorldChampionship,Bandai,eb-03-deck-list-one-piece-heroines-edition,OP11-040,Monkey.D.Luffy,Blue/Purple,2,Blue,Purple,3,6000
UP Luffy,2026-03-22,1st,TC,TAKGames,eb-03-deck-list-one-piece-heroines-edition,OP11-040,Monkey.D.Luffy,Blue/Purple,2,Blue,Purple,3,6000
UP Luffy,2026-03-06,1st,SB,Abismo de Helm,eb-03-deck-list-one-piece-heroines-edition,OP11-040,Monkey.D.Luffy,Blue/Purple,2,Blue,Purple,3,6000
UP Luffy,2026-03-22,T4,TC,TAKGames,eb-03-deck-list-one-piece-heroines-edition,OP11-040,Monkey.D.Luffy,Blue/Purple,2,Blue,Purple,3,6000
UP Luffy,2026-03-22,T8,TC,OlliBaba,eb-03-deck-list-one-piece-heroines-edition,OP11-040,Monkey.D.Luffy,Blue/Purple,2,Blue,Purple,3,6000
UP Luffy,2026-03-14,T8,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP11-040,Monkey.D.Luffy,Blue/Purple,2,Blue,Purple,3,6000
UP Sanji,2026-02-22,1st,ShopEvent,5alaCara,eb-03-deck-list-one-piece-heroines-edition,OP12-041,Sanji,Blue/Purple,2,Blue,Purple,4,5000
UP Sanji,2026-03-22,T8,TC,TAKGames,eb-03-deck-list-one-piece-heroines-edition,OP12-041,Sanji,Blue/Purple,2,Blue,Purple,4,5000
UP Sanji,2026-03-22,T16,Regional,OlliBaba,eb-03-deck-list-one-piece-heroines-edition,OP12-041,Sanji,Blue/Purple,2,Blue,Purple,4,5000
UP Sanji,2026-02-17,2nd,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP12-041,Sanji,Blue/Purple,2,Blue,Purple,4,5000
UP Sanji,2026-03-22,T8,TC,PlayTCG,eb-03-deck-list-one-piece-heroines-edition,OP12-041,Sanji,Blue/Purple,2,Blue,Purple,4,5000
UP Sanji,2026-02-28,2nd,Redbull,LGS,eb-03-deck-list-one-piece-heroines-edition,OP12-041,Sanji,Blue/Purple,2,Blue,Purple,4,5000
UP Sanji,2026-02-17,1st,SB,Subarashii Manga Cafe,eb-03-deck-list-one-piece-heroines-edition,OP12-041,Sanji,Blue/Purple,2,Blue,Purple,4,5000
UP Sanji,2026-03-22,1st,TC,OlliBaba,eb-03-deck-list-one-piece-heroines-edition,OP12-041,Sanji,Blue/Purple,2,Blue,Purple,4,5000
UP Sanji,2026-02-23,1st,SB,Good Games,eb-03-deck-list-one-piece-heroines-edition,OP12-041,Sanji,Blue/Purple,2,Blue,Purple,4,5000
UP Sanji,2026-02-16,T8,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP12-041,Sanji,Blue/Purple,2,Blue,Purple,4,5000
UP Sanji,2026-02-18,T4,optcgsim,ChinoizeCup,eb-03-deck-list-one-piece-heroines-edition,OP12-041,Sanji,Blue/Purple,2,Blue,Purple,4,5000
UP Sanji,2026-02-26,1st,SB,La Forja,eb-03-deck-list-one-piece-heroines-edition,OP12-041,Sanji,Blue/Purple,2,Blue,Purple,4,5000
